training/action_critic/adv,training/action_critic/critic_loss,training/action_critic/q_max,training/action_critic/q_mean,training/action_critic/q_min,training/action_critic/v_max,training/action_critic/v_mean,training/action_critic/v_min,training/action_critic/value_loss,training/actor/bc_flow_loss,training/chunk_critic/critic_loss,training/chunk_critic/q_logit_max,training/chunk_critic/q_logit_mean,training/chunk_critic/q_logit_min,training/chunk_critic/q_max,training/chunk_critic/q_mean,training/chunk_critic/q_min,training/goal_proposer/goal_proposer_loss,training/grad/max,training/grad/min,training/grad/norm,validation/action_critic/adv,validation/action_critic/critic_loss,validation/action_critic/q_max,validation/action_critic/q_mean,validation/action_critic/q_min,validation/action_critic/v_max,validation/action_critic/v_mean,validation/action_critic/v_min,validation/action_critic/value_loss,validation/actor/bc_flow_loss,validation/chunk_critic/critic_loss,validation/chunk_critic/q_logit_max,validation/chunk_critic/q_logit_mean,validation/chunk_critic/q_logit_min,validation/chunk_critic/q_max,validation/chunk_critic/q_mean,validation/chunk_critic/q_min,validation/goal_proposer/goal_proposer_loss,time/epoch_time,time/total_time,step
0.002426525,0.12214788,0.999315,0.47730675,0.052919306,0.99898213,0.47107142,0.053167555,0.02698408,0.36082256,0.378487,8.661483,0.5363712,-3.0626693,0.9998269,0.45879945,0.044673648,0.35041067,2.327499,-2.3070943,20.736769,0.0011164357,0.14364417,0.99908686,0.45109397,0.060282055,0.99858093,0.44650957,0.060814176,0.030570462,0.39216125,0.401574,8.618363,0.32625195,-2.88521,0.9998193,0.44035503,0.05288954,0.35093755,0.03221430420875549,7479.553521871567,159000
-0.003614311,0.13674192,0.9989428,0.4646698,0.059194975,0.99799013,0.4703284,0.06386856,0.03167523,0.39648774,0.37230536,7.3071294,0.4406444,-2.8281465,0.9993296,0.45349225,0.055822007,0.4155605,4.110464,-3.7355556,34.206524,-0.0027560194,0.1581364,0.9990792,0.4463461,0.06404795,0.9984108,0.45221084,0.06761533,0.030215304,0.40764105,0.40723237,7.4770308,0.26395452,-2.8076656,0.9994344,0.44221616,0.05691135,0.38823467,0.032272375106811524,7511.8259217739105,160000
0.00044978567,0.16695757,0.9990084,0.4919539,0.05870039,0.99869573,0.49341074,0.060682546,0.034397885,0.35510266,0.40837884,7.772505,0.58364123,-2.818867,0.999579,0.4786833,0.056313116,0.305628,1.7859689,-1.6838608,21.84067,0.0016991331,0.15567052,0.9991929,0.49246025,0.056484073,0.9987469,0.49314702,0.060338266,0.038183063,0.38997757,0.3652481,8.067728,0.67947596,-2.833327,0.99968654,0.48263884,0.055549588,0.36103004,0.0323473596572876,7544.173317432404,161000
-0.0021660386,0.13886757,0.9991067,0.4745905,0.05591686,0.9986852,0.47963667,0.06288297,0.025872938,0.37935495,0.37400442,7.579386,0.506806,-2.9400382,0.9994893,0.46155998,0.05020945,0.38380992,1.2361853,-1.4828223,20.98836,0.00022184613,0.15655322,0.99915016,0.48350435,0.05742765,0.9985644,0.48630536,0.062639475,0.034191515,0.41970396,0.38908395,7.836663,0.51459837,-2.9576075,0.9996052,0.47519913,0.049378186,0.32952154,0.03241027402877807,7576.583619117737,162000
0.0014962493,0.16975696,0.99931943,0.43997142,0.058931567,0.9983564,0.4390099,0.06212448,0.029382277,0.35677728,0.41369104,7.834228,0.17825735,-2.8154764,0.9996042,0.42979366,0.05649357,0.38004994,1.4609916,-1.2478627,18.962887,-0.00015713213,0.15532506,0.9994269,0.51803976,0.06485968,0.9984341,0.51959723,0.06751741,0.033131093,0.38562155,0.3693272,7.661787,0.93493634,-2.7759411,0.99952966,0.50718194,0.058638204,0.39601707,0.032418213129043576,7609.001859664917,163000
-0.0012405505,0.18555494,0.9991585,0.44466445,0.052371606,0.99876237,0.44901332,0.059237044,0.025137253,0.3736388,0.40191785,7.696185,0.18553366,-2.779106,0.99954563,0.43570718,0.05846375,0.3250574,2.3513432,-2.11124,21.926067,0.00014287262,0.18436348,0.99941015,0.50518036,0.06124861,0.9988746,0.5081001,0.06743303,0.027770814,0.4203887,0.39467058,7.821289,0.65269756,-2.76684,0.999599,0.49695227,0.059142612,0.35355228,0.032469300508499145,7641.471192121506,164000
0.0004367294,0.13226098,0.9993486,0.49703246,0.05314219,0.99905914,0.49915084,0.05556084,0.034029946,0.37233698,0.3749554,8.452729,0.6723304,-2.9912229,0.99978673,0.47927648,0.047823977,0.2838391,2.1030064,-1.6397629,22.561665,-0.0002647902,0.1749212,0.99891734,0.4170837,0.055057596,0.998804,0.42094737,0.059465986,0.030843291,0.4127357,0.4250947,8.1907215,-0.017643932,-2.8792043,0.9997229,0.40603897,0.053191192,0.3446725,0.032437854051589964,7673.909076213837,165000
-0.0014028655,0.13800798,0.99945444,0.4704109,0.06533541,0.9990321,0.47244895,0.064821154,0.032098472,0.3814846,0.3833855,7.607242,0.43048754,-2.8416414,0.9995034,0.45222893,0.055114996,0.3748517,1.428781,-1.5993559,20.11114,5.0358154e-05,0.16681936,0.9991215,0.45158854,0.05721901,0.9986708,0.45430496,0.058222808,0.02803184,0.41651428,0.39811364,7.6063046,0.34594923,-2.9276762,0.9995029,0.44661337,0.050802264,0.35964713,0.031950190305709836,7705.859295368195,166000
0.0018482837,0.13801205,0.9992143,0.48091182,0.05617157,0.9986658,0.4763561,0.05708668,0.029401265,0.38357532,0.39046296,8.073003,0.584832,-2.9447672,0.9996882,0.46849567,0.049984407,0.30749327,1.7178278,-2.2943242,30.254948,0.0013403945,0.12717927,0.9992655,0.4487969,0.056536853,0.9985096,0.4446326,0.057497878,0.029606983,0.37570006,0.37652597,7.91497,0.34176382,-2.9316459,0.99963486,0.43228826,0.05061118,0.36718118,0.03154455256462097,7737.403876543045,167000
-0.00017344783,0.19841598,0.99882215,0.47591448,0.06731022,0.99859685,0.48315078,0.072756946,0.02896591,0.37795234,0.39457163,7.883579,0.66779804,-2.6946828,0.9996232,0.47303396,0.06328784,0.36796975,6.358972,-6.7305036,52.726223,0.00032507157,0.18441455,0.998928,0.45041648,0.061476175,0.99835074,0.45584905,0.06646022,0.032343376,0.4060474,0.38247445,7.7836576,0.41137972,-2.777121,0.99958366,0.4476164,0.0585731,0.40606853,0.031456624507904055,7768.860524892807,168000
0.0007091174,0.14331327,0.9994869,0.45930257,0.054315194,0.99910647,0.45844203,0.062442213,0.03148729,0.40529823,0.39209667,7.9229317,0.33643407,-2.9336867,0.9996377,0.44602844,0.05051321,0.3806975,0.73667943,-1.0445682,18.151321,-0.0009054314,0.13015449,0.9989494,0.51847214,0.056023102,0.9988084,0.5205977,0.060906768,0.044796124,0.3924641,0.3760302,7.910707,0.8050489,-2.9285924,0.9996333,0.49849233,0.0507581,0.3880917,0.031728634119033816,7800.589190483093,169000
0.0014467578,0.13742585,0.9992464,0.49140412,0.057460036,0.9986211,0.4887596,0.0607083,0.03474223,0.40252566,0.36084834,7.918222,0.74333173,-2.8374784,0.99963605,0.47570616,0.05533219,0.3099979,3.2265453,-2.303917,30.983778,-0.002645564,0.13118505,0.9987165,0.5012046,0.058456186,0.9983266,0.5038636,0.06422777,0.03146877,0.3972584,0.37290582,7.6758013,0.7545287,-2.8294017,0.9995362,0.48510027,0.055755887,0.37594384,0.03198330974578857,7832.5725264549255,170000
-0.002632061,0.14059567,0.9991723,0.49258175,0.06832975,0.99876225,0.4951858,0.07215427,0.03231825,0.40430748,0.38642356,8.001918,0.69602597,-2.7461157,0.99966526,0.48066494,0.060306396,0.30038846,3.9584148,-4.5091596,40.915936,-0.0013572323,0.15225157,0.9990834,0.48128566,0.061761215,0.99875283,0.4816293,0.06463463,0.034629315,0.40053135,0.38598284,8.040953,0.62020296,-2.8520827,0.9996781,0.47329697,0.054573756,0.3932898,0.032085708141326906,7864.658266782761,171000
-0.00029109282,0.14952965,0.99861455,0.4633948,0.048174836,0.9983827,0.46411484,0.05000109,0.023771502,0.34134978,0.37574548,7.620282,0.3858562,-3.1005113,0.9995098,0.44988462,0.04308617,0.35814965,2.1010463,-1.5131606,21.223444,7.278033e-05,0.1668784,0.998934,0.44212714,0.053845126,0.9986051,0.44302487,0.058374505,0.030483201,0.37593174,0.40465197,7.412554,0.10420805,-2.9746127,0.9993967,0.4295248,0.048586052,0.4079919,0.03206486201286316,7896.72315788269,172000
-0.001603232,0.13105421,0.9991487,0.51158327,0.05582117,0.998814,0.51118475,0.058376398,0.03150855,0.3924279,0.3537705,8.245741,0.83592016,-2.9184544,0.9997377,0.49737713,0.051248796,0.35212848,3.1493669,-3.361873,34.768642,-0.0023089559,0.1407272,0.9988845,0.46736366,0.045071926,0.99844426,0.46669704,0.04954094,0.03163062,0.37369686,0.40344667,7.60937,0.3507237,-3.0122638,0.99950445,0.4492405,0.046874903,0.3686033,0.032093226194381715,7928.816415071487,173000
0.0005643583,0.13400923,0.9990767,0.47847065,0.059359796,0.9985469,0.4772452,0.065045804,0.026176982,0.37424773,0.36668977,7.7945704,0.6445419,-2.8493786,0.9995882,0.46633744,0.054713447,0.36323148,5.2279577,-4.926836,42.933125,-0.0003352729,0.1482712,0.99938595,0.5059551,0.048209153,0.9987943,0.50453335,0.053445503,0.029014654,0.40281588,0.36760184,8.957113,0.9431416,-2.9739664,0.99987113,0.4967896,0.04861594,0.3658895,0.03209101796150207,7960.90745973587,174000
-0.00025845555,0.15649147,0.9987925,0.49730405,0.05521928,0.99837124,0.49587458,0.05674365,0.030049235,0.36620003,0.4131147,7.7303805,0.57421255,-2.915257,0.9995609,0.4825389,0.051404487,0.35925165,1.8819263,-1.8261126,19.369886,-0.0002641941,0.16433625,0.9993104,0.45100164,0.049668044,0.99899334,0.4496057,0.051591825,0.030383252,0.38828054,0.3988361,8.42131,0.33892596,-3.0316753,0.9997798,0.44340783,0.046015225,0.40804967,0.03211074042320251,7993.018229007721,175000
-0.001915319,0.16532607,0.99926776,0.45990315,0.06027471,0.99863964,0.466674,0.06961146,0.032517754,0.36925173,0.38883522,8.737214,0.49731168,-2.8512297,0.99983954,0.4539015,0.05461779,0.37214148,4.4018273,-4.6759286,47.764935,-0.0016838707,0.16291769,0.99956816,0.46300554,0.057479363,0.9989324,0.46866626,0.060608603,0.029419191,0.40439504,0.39294186,8.20249,0.41010162,-2.8953903,0.9997261,0.45370418,0.052381907,0.34623855,0.03214074897766113,8025.159006118774,176000
0.001954543,0.15944143,0.9993684,0.4431835,0.052782092,0.9991084,0.44330943,0.052452195,0.034179084,0.37573463,0.4137663,7.819543,0.19115531,-3.0354967,0.99959826,0.42775232,0.045847766,0.31806883,1.9564558,-2.3977983,22.307274,-0.0013082073,0.17531344,0.99915373,0.44880348,0.055953417,0.9991312,0.45187134,0.05747412,0.033824734,0.39263654,0.41063595,7.7103314,0.27268705,-2.9728072,0.99955195,0.44251442,0.04866958,0.3375841,0.03206089091300964,8057.219928026199,177000
-0.0010875205,0.1639583,0.9994887,0.48261967,0.06668507,0.9991627,0.48321977,0.064605206,0.03135606,0.38941872,0.38736945,7.6533833,0.45544767,-2.7967303,0.9995257,0.4694448,0.05750112,0.317335,2.9447007,-2.5261333,31.364418,0.0013768548,0.13811176,0.9994056,0.47314855,0.055324096,0.99895096,0.4688465,0.059030633,0.036442455,0.3633212,0.4104085,8.021813,0.46767092,-2.910147,0.9996719,0.455734,0.051654235,0.34200215,0.03155522894859314,8088.775193452835,178000
-0.0019607658,0.1362126,0.9994087,0.4678979,0.05241404,0.99927264,0.46734786,0.05292689,0.027771115,0.36961532,0.40118274,7.9490323,0.30548462,-3.0086153,0.99964714,0.44658786,0.04703818,0.33844143,5.8577313,-4.687555,44.13122,0.00079280563,0.13698356,0.9992267,0.45434377,0.06395234,0.99874926,0.45115444,0.06626257,0.02967947,0.39606282,0.4038148,10.659289,0.2909139,-2.8270698,0.9999765,0.44147214,0.055878785,0.38836816,0.03131918454170227,8120.094413757324,179000
3.0817377e-05,0.13928154,0.9992149,0.4854631,0.0627369,0.9991363,0.4842804,0.06717391,0.031046063,0.38299933,0.39631116,8.564237,0.66534436,-2.7932806,0.99980915,0.4735721,0.057688355,0.29147393,3.8058507,-4.844601,36.22968,0.00022176336,0.14398056,0.99904054,0.4673302,0.053091314,0.99905723,0.4650425,0.055434912,0.031779155,0.3867039,0.42103115,8.197432,0.3318594,-2.9167027,0.9997247,0.4490221,0.051334035,0.33762097,0.03127020287513733,8151.364645242691,180000
-0.001203684,0.1559252,0.99908113,0.46656457,0.058403645,0.9988936,0.47094953,0.062013876,0.038219474,0.3931191,0.3928257,7.362251,0.3204339,-2.887069,0.9993656,0.45248395,0.0527965,0.272483,1.3385701,-1.4882152,15.817231,-0.00026762628,0.15543024,0.99926275,0.5047096,0.058329597,0.99913055,0.5078804,0.061797746,0.03183825,0.37419373,0.3935047,8.121588,0.77071685,-2.8648834,0.999703,0.49492604,0.053917058,0.40336835,0.03140859889984131,8182.7732672691345,181000
0.00047542405,0.18051597,0.9992883,0.47869307,0.05359553,0.99902105,0.48230138,0.053882353,0.032584205,0.36927977,0.3878048,9.576381,0.6093659,-2.9490438,0.9999306,0.46954328,0.049781725,0.33347493,1.9994006,-1.6669767,22.119078,0.0017841567,0.17110774,0.9992342,0.50125515,0.059196774,0.9989243,0.5035503,0.05802525,0.03821002,0.4067579,0.37046963,8.212588,0.7158699,-2.9177115,0.99972886,0.493855,0.05128493,0.32091236,0.031647119283676146,8214.420415878296,182000
0.0016836971,0.13982162,0.99858165,0.49618855,0.054338742,0.9987153,0.49367246,0.05779276,0.0287202,0.40088797,0.36437818,7.7253647,0.70309615,-2.8594553,0.99955875,0.4868157,0.05419461,0.4231386,6.4395494,-5.6642046,51.778282,0.00075345987,0.14444701,0.99885535,0.46645975,0.049882915,0.99887437,0.46678203,0.05466742,0.029394157,0.4048529,0.37184486,7.7118845,0.5213208,-2.9753082,0.99955267,0.4541227,0.04855391,0.3310604,0.03176416063308716,8246.18461060524,183000
-0.00035603318,0.18979566,0.99878675,0.4468246,0.05216589,0.9986961,0.44988075,0.055855054,0.027064404,0.36597112,0.3964071,7.634021,0.25382367,-2.89865,0.9995165,0.4427642,0.052220345,0.3817801,2.5252886,-2.3662038,27.251638,0.0013437036,0.16368988,0.99886745,0.5164765,0.04384501,0.99883085,0.5155787,0.04858217,0.031706203,0.38607547,0.3611349,7.91883,0.9451966,-3.0961378,0.9996363,0.5091831,0.04326685,0.35468417,0.03187450337409973,8278.059138059616,184000
-0.0007588196,0.13537857,0.99921477,0.49144593,0.05605986,0.9988651,0.49148196,0.060491897,0.028931048,0.35726246,0.3707037,7.700109,0.6533513,-3.0103557,0.9995474,0.4775787,0.046960223,0.2928463,4.4090447,-4.5629754,37.70773,-0.0014422232,0.14019597,0.9991227,0.45865202,0.05233723,0.99895287,0.46065295,0.05465265,0.034204554,0.39812773,0.37199876,8.373217,0.47590455,-3.0123153,0.99976903,0.44693905,0.0468726,0.42742106,0.03189933848381042,8309.958508014679,185000
-0.0023874217,0.12432139,0.99912757,0.50962746,0.057402816,0.9989236,0.50991994,0.057770677,0.040960573,0.37336385,0.3750967,7.761819,0.6718842,-2.9539535,0.9995745,0.48508236,0.04954999,0.34511572,4.0679097,-4.86196,41.22634,-0.00094611954,0.13469838,0.9988299,0.4795451,0.052487727,0.9987832,0.47846967,0.054024845,0.02928609,0.42940453,0.39558622,7.778211,0.4364272,-2.9851925,0.9995814,0.45783135,0.048099328,0.38649732,0.03194971251487732,8341.908247947693,186000
-0.00084765255,0.15912803,0.9993937,0.46046147,0.057453047,0.99904555,0.46408194,0.056558248,0.03107762,0.39049798,0.41722423,8.282055,0.4319217,-2.9470887,0.9997471,0.44777662,0.04987429,0.34242874,1.6120774,-1.7615603,23.896238,0.00032416554,0.15961872,0.99886024,0.47070223,0.061080642,0.99859196,0.47112355,0.061076485,0.029359723,0.4211388,0.40162477,8.140595,0.56598645,-2.8734848,0.9997086,0.45994478,0.053479977,0.32294276,0.03201230359077454,8373.920575857162,187000
0.0008106132,0.12737177,0.9992574,0.43772355,0.050481983,0.999119,0.43540984,0.053006556,0.023634067,0.37219083,0.37025174,7.976937,0.3054826,-3.1156833,0.9996568,0.4216179,0.04246495,0.32289755,0.9671387,-1.3180828,19.710144,0.00039298413,0.14479147,0.9989687,0.44250962,0.056255177,0.9987255,0.44246125,0.061648563,0.030420033,0.3817338,0.40338364,8.172518,0.19568406,-2.9008334,0.9997178,0.43109956,0.052112386,0.31884855,0.03202241110801697,8405.943019866943,188000
0.00071930484,0.1433374,0.99929845,0.4192849,0.059451133,0.99870646,0.42022294,0.062417876,0.023100147,0.37773865,0.38724455,7.72341,0.14798473,-2.927978,0.9995578,0.40557668,0.050787713,0.33019984,3.4098773,-2.9087055,30.89414,0.0006116541,0.13772836,0.99915826,0.4793829,0.059547137,0.99863476,0.48074168,0.06237855,0.028349103,0.37700477,0.37459582,7.694544,0.5385628,-2.8408813,0.9995449,0.46340638,0.055154588,0.34223107,0.03202402973175049,8437.967078447342,189000
-0.00066152663,0.14553753,0.99934536,0.49801317,0.06009445,0.99876034,0.49559858,0.06354411,0.026516963,0.37627167,0.40078703,7.717197,0.5811313,-2.8832324,0.99955505,0.4818184,0.0529887,0.3308757,2.4112933,-2.671111,30.764975,-0.0011372109,0.13244556,0.99937975,0.51938385,0.0600235,0.9985941,0.51735246,0.06678664,0.035326954,0.3692339,0.38854575,8.338637,0.8888306,-2.794762,0.9997609,0.5022012,0.057607885,0.306495,0.03204999589920044,8470.017101287842,190000
0.0006242041,0.13295464,0.99926084,0.49686247,0.051414594,0.9989937,0.492315,0.05282589,0.024512693,0.34792656,0.3979612,8.571249,0.6456012,-3.047809,0.9998106,0.48225173,0.045312162,0.3894364,8.661773,-8.209969,60.556694,-0.0006302353,0.13117075,0.9995005,0.518564,0.058257744,0.9991911,0.51652163,0.062234033,0.03201257,0.39265388,0.38860747,8.229517,0.7857575,-2.8965824,0.9997334,0.49649963,0.052322768,0.35350186,0.031629395961761474,8501.64653301239,191000
0.0005847917,0.14884077,0.99925846,0.46777374,0.059943113,0.9991635,0.46695274,0.06416907,0.027404012,0.41125065,0.3757634,8.031481,0.4956437,-2.8797529,0.999675,0.45627633,0.053163573,0.39965707,1.6984367,-2.115064,21.68531,0.0003174179,0.15466565,0.9992755,0.4795614,0.060773578,0.99869496,0.47971758,0.06559112,0.03241369,0.41513586,0.40365535,7.7427936,0.5759236,-2.7891493,0.9995664,0.46999446,0.05791335,0.38852713,0.031493738889694214,8533.140296936035,192000
-0.0023024671,0.15402703,0.9993327,0.49720746,0.057328396,0.9988679,0.5018938,0.058118153,0.031380385,0.39717594,0.39012235,8.2046585,0.66642064,-2.9799836,0.9997267,0.4840014,0.048338387,0.30890054,4.4444413,-4.618951,38.2784,-0.00095918035,0.14406915,0.9990397,0.43077523,0.060263827,0.99863833,0.4326623,0.058086004,0.027967252,0.3799976,0.39838502,7.589603,0.072865464,-2.9777124,0.99949455,0.41705114,0.04844297,0.39678213,0.03132848572731018,8564.46881389618,193000
-0.0013018935,0.14095445,0.999541,0.46306568,0.04436009,0.99903923,0.4655814,0.046607066,0.027605578,0.38215062,0.39601377,9.097288,0.38857144,-3.2021093,0.99988806,0.44676945,0.039086424,0.3233778,1.9790363,-1.4301559,22.961462,-0.00015959145,0.16815856,0.9994442,0.484727,0.047489557,0.9989795,0.48667014,0.050583422,0.029256977,0.3656744,0.38039753,8.488374,0.57796496,-3.0885735,0.9997941,0.474714,0.043581057,0.43936345,0.03127604746818542,8595.744886398315,194000
-0.00028785795,0.12724294,0.9992698,0.46907386,0.05454895,0.99870324,0.46685013,0.05212602,0.023931041,0.34023416,0.3957556,7.984314,0.36941412,-3.0210607,0.9996593,0.44963637,0.04648344,0.3336973,5.5588636,-4.5964527,39.227028,0.0002634062,0.1318387,0.9989862,0.48794785,0.052532837,0.99867636,0.48482463,0.05067765,0.030101448,0.3895071,0.3773429,7.698738,0.66527027,-3.0025747,0.9995468,0.47489604,0.047309697,0.3087059,0.03141645669937134,8627.161388397217,195000
0.0010686954,0.1397765,0.9993808,0.48466158,0.052501548,0.99919707,0.48293,0.058659166,0.03287171,0.37772238,0.36862737,8.304914,0.6476349,-2.9085286,0.9997528,0.47143456,0.051733572,0.38286966,5.764449,-5.3659263,45.63083,0.001979879,0.15620287,0.9991862,0.45491323,0.0529294,0.99877864,0.45269725,0.057008076,0.03165343,0.40895697,0.3627507,7.910274,0.44503465,-2.8872209,0.9996332,0.44894552,0.05278891,0.3306139,0.031666088819503786,8658.827505350113,196000
0.00050517113,0.14437509,0.9991363,0.52371657,0.06461583,0.9988109,0.52404064,0.06176904,0.027045518,0.4060268,0.37556133,7.3353047,0.8688542,-2.8705604,0.99934834,0.5073361,0.053628203,0.31917727,2.7858703,-3.4937608,35.36323,-0.0003851133,0.15163366,0.99892205,0.4734159,0.052514248,0.99880517,0.47470558,0.052329604,0.034712035,0.39676723,0.39818317,8.093071,0.3404841,-3.101817,0.9996944,0.46157685,0.04303237,0.35953987,0.03174404907226563,8690.571583747864,197000
0.0006409852,0.15907992,0.99935144,0.46154308,0.05455413,0.99875295,0.4566955,0.056441285,0.027103834,0.39914095,0.38012332,8.363236,0.3540166,-2.8478467,0.99976677,0.44492036,0.05479273,0.30144846,1.4289131,-1.4362744,19.473005,0.0015224863,0.14962557,0.9992685,0.497938,0.05395069,0.9987785,0.49240124,0.05413016,0.03256903,0.37470496,0.39240047,7.9134393,0.68248266,-2.9321635,0.99963427,0.4858377,0.05058632,0.32362384,0.03186439204216003,8722.436001777649,198000
0.0018326824,0.14589714,0.99914896,0.43545133,0.052659888,0.99895406,0.43523714,0.055068888,0.026347522,0.40717882,0.3869538,7.687396,0.15340424,-3.067862,0.9995416,0.4207035,0.04445255,0.2984306,2.907194,-3.0365088,30.654686,0.0008950237,0.14364822,0.9992261,0.47165546,0.05831221,0.9988632,0.47134796,0.06434391,0.0320162,0.3878491,0.37043774,7.467669,0.48622122,-2.871127,0.99942905,0.4623325,0.053599454,0.38043067,0.03184529447555542,8754.281324386597,199000
-0.0021125968,0.1425465,0.9991016,0.4763399,0.04864646,0.9990734,0.47916424,0.054907616,0.027296731,0.37582463,0.37333614,8.168565,0.48144475,-3.074404,0.9997166,0.45684534,0.044175502,0.27602693,2.4672832,-2.212111,24.155203,5.847367e-06,0.14795242,0.99889696,0.47352096,0.046079285,0.99883574,0.47537497,0.051779393,0.03840333,0.40457943,0.3851926,8.047807,0.4366873,-3.0284977,0.9996802,0.45993638,0.04615492,0.3303526,0.031864986896514895,8786.146337509155,200000
-0.0011592793,0.13042158,0.99922705,0.44264433,0.057952248,0.99858356,0.44218594,0.058791786,0.032851174,0.35611433,0.40300247,7.5841975,0.21943012,-2.994908,0.9994918,0.42138487,0.04765644,0.3157119,2.6625953,-2.1856868,26.323223,-0.0010553267,0.14812095,0.9992925,0.43027687,0.05839769,0.9989864,0.42959055,0.059329253,0.030265953,0.4119478,0.39989606,7.9955654,0.17820829,-2.9235017,0.9996631,0.41582575,0.051003944,0.37951204,0.7034045119285584,9489.550878047943,201000
-0.002503891,0.15867434,0.99927384,0.4450147,0.06010915,0.9991829,0.44600162,0.061021805,0.031053126,0.34563017,0.40856096,8.534291,0.23414548,-2.8533902,0.9998034,0.43236896,0.054506335,0.31272328,2.6711223,-2.324822,20.529568,-0.00059469626,0.13945389,0.9991579,0.49541217,0.05646979,0.9989436,0.49369878,0.055677854,0.03380987,0.3590202,0.40655205,7.9473658,0.5595829,-2.9173546,0.99964654,0.4814363,0.051302303,0.3352486,0.030866365909576417,9520.417274951935,202000
-0.0001867351,0.16679677,0.99928963,0.4490505,0.058404934,0.9991221,0.45006245,0.06426483,0.02491121,0.339057,0.40061417,9.1246195,0.36885196,-2.770224,0.99989104,0.44502845,0.058954574,0.30158877,2.871292,-3.1610975,22.159235,0.0012278529,0.18286507,0.9991373,0.44248387,0.045875806,0.99888164,0.44153386,0.04897364,0.026468776,0.3761888,0.43315005,7.57694,0.27542,-3.0600615,0.9994881,0.43521547,0.044785075,0.33187544,0.03177750039100647,9552.194805145264,203000
-7.896796e-05,0.13764349,0.998966,0.48583928,0.052060068,0.99861073,0.4864562,0.05418049,0.026432615,0.36714292,0.34546196,7.656585,0.66068625,-2.9399421,0.9995273,0.47684678,0.050214037,0.32538614,2.5702312,-2.2275732,29.27111,0.002506887,0.15312156,0.9990563,0.46750352,0.048468046,0.9987871,0.46528825,0.05050229,0.0352344,0.3708015,0.37618712,8.059823,0.49261743,-2.9386902,0.99968404,0.46349937,0.050273776,0.46805707,0.032141669750213625,9584.336503505707,204000
-0.0014059,0.1502174,0.9991123,0.436447,0.05133609,0.9989328,0.43979752,0.0516535,0.025781613,0.3457739,0.40678555,7.7692986,0.22566238,-3.0827935,0.9995777,0.42114383,0.043822613,0.25576878,1.865056,-1.8171142,17.613148,-0.0012881435,0.15787345,0.99900407,0.46739522,0.05776027,0.99871397,0.46975264,0.055400442,0.03004934,0.421902,0.3992762,7.925729,0.46039066,-3.0857215,0.9996388,0.46307465,0.043700088,0.3151794,0.032267131567001346,9616.603661775589,205000
0.0010477476,0.14700179,0.9995423,0.50189465,0.054902762,0.9989027,0.5031469,0.057540722,0.028551944,0.34156594,0.37593195,8.19928,0.78519595,-2.9879968,0.99972516,0.4863608,0.047971092,0.31643185,1.3913997,-1.7106296,19.588938,-0.0019132125,0.14902459,0.99937034,0.49145237,0.05377339,0.9990668,0.4961378,0.05952565,0.032972515,0.374041,0.38869017,8.309128,0.6665268,-2.9494839,0.9997538,0.4821089,0.049760908,0.40117154,0.03237862920761109,9648.982341051102,206000
-0.0020859023,0.14899902,0.9992028,0.45646882,0.05428537,0.9988689,0.46421733,0.057293743,0.030557824,0.3876338,0.40257478,7.65402,0.2338254,-2.9881284,0.9995261,0.4409897,0.04796508,0.29079074,1.5410815,-1.7932334,21.744379,-0.00015363027,0.15397409,0.9990065,0.459797,0.054697175,0.9989179,0.46542758,0.0551471,0.030853016,0.38186038,0.39147463,7.5603094,0.30368638,-2.9574819,0.99947953,0.44488135,0.049384087,0.34914258,0.03243868732452392,9681.421058654785,207000
-0.00071372493,0.13944724,0.9996369,0.48558983,0.05522268,0.9990301,0.48295522,0.058702566,0.026613947,0.36536053,0.38875315,9.239852,0.47164774,-2.9215581,0.99990296,0.47123644,0.051098097,0.26253372,2.753449,-2.4167325,24.631628,-0.0017992129,0.1398254,0.99919134,0.47461978,0.0557637,0.9986584,0.4730629,0.056388725,0.03268344,0.35990125,0.39926013,8.119034,0.52562326,-2.9454358,0.9997023,0.4642461,0.04995267,0.40898454,0.032408929347991944,9713.830021619797,208000
-0.0012381176,0.13590828,0.9993042,0.48852453,0.052103087,0.9986468,0.4912864,0.055630047,0.03264828,0.3649947,0.38469535,8.42686,0.6621485,-3.0286942,0.99978113,0.4724619,0.04614627,0.2579593,1.4416167,-1.5596555,16.843569,-0.0021625112,0.1485615,0.9994337,0.4925321,0.056315463,0.99887043,0.49597567,0.062299374,0.032064587,0.35966578,0.36986446,8.986152,0.7792965,-2.9542055,0.99987483,0.48688722,0.04953812,0.36823183,0.03234421372413635,9746.174265146255,209000
-0.0018612342,0.13996868,0.9991713,0.4573895,0.05587576,0.9990865,0.45649058,0.056477655,0.030657563,0.40050593,0.40136835,7.955986,0.29162678,-3.0091865,0.9996495,0.439394,0.04701258,0.30214524,2.4696114,-1.8947377,26.910606,6.7038185e-05,0.13747771,0.99916977,0.46389595,0.055285495,0.9988501,0.46193647,0.057061635,0.03746984,0.4245057,0.40504274,7.726327,0.4687131,-2.9782019,0.9995591,0.45041272,0.048420414,0.3238725,0.032297822713851926,9778.472120285034,210000
